Accession,Unigene,Gene,Ratio,ttest
AI545421,445189,optc,0.967329,5.54E-06
NM_001100066,336159,optn,2.592399,6.05E-09
AF179844,30356,or101-1,1.1459,3.53E-05
NM_131740,80358,or102-1,1.326768,2.62E-07
NM_131739,80357,or102-2,1.392681,3.66E-04
NM_131737,554781,or102-5,1.929339,4.85E-07
NM_203469,58121,or103-4,3.373884,2.10E-09
U72692,30408,or104-2,1.453337,4.58E-06
AF012760,58116,or111-1,1.253147,6.19E-03
AB026132,80372,or111-8,1.408073,2.67E-06
NM_131741,80359,or115-14,0.842242,2.06E-05
NM_001039622,554777,or119-2,0.585902,1.81E-02
NM_001128406,100150394,or125-8,0.620194,9.49E-04
NM_001100070,100001110,org,0.700342,2.98E-02
NM_001075108,553455,os9,0.653644,6.38E-03
NM_001005927,449656,osbpl7,3.535212,1.94E-09
NM_001077805,777767,osbpl9,0.914363,4.25E-05
AW077137,557476,otof,4.318617,2.42E-10
BC142849,327127,otud4,0.848393,3.42E-04
NM_131250,30500,otx1,1.865766,4.25E-08
NM_131215,30462,otx1a,1.200999,1.25E-05
NM_131251,30501,otx2,2.187972,8.22E-10
NM_001007291,442923,oxct1a,1.28989,3.52E-03
AI545480,560273,oxct1b,1.535463,6.42E-07
NM_201175,394150,oxsr1b,0.614825,1.11E-05
AW076951,352920,oxtl,1.566409,1.22E-06
NM_131623,58147,p2rx3a,1.574085,1.07E-05
AF317643,259258,p2rx4a,0.905599,3.75E-06
AF500300,373879,p2rx5,0.665446,2.57E-03
NM_213364,406673,p4hb,1.493078,5.29E-06
NM_001002070,368737,pa2g4a,0.756238,3.12E-04
NM_212641,323462,pa2g4b,0.764681,2.21E-04
NM_201296,321035,pabpc4,0.82475,1.46E-03
NM_001007398,492757,pacrg,0.612331,8.60E-03
NM_001098748,569034,pacs1,2.000402,1.46E-06
NM_201345,394247,pafah1b1b,1.55365,1.48E-04
NM_201328,373103,pak1,0.796409,8.80E-04
NM_001002717,266749,pak2a,0.890279,5.82E-05
NM_205735,403050,pard3,0.808898,8.57E-05
NM_201088,791461,parn,0.628602,1.88E-03
NM_200501,335495,parp3,1.67265,4.17E-07
EH436049,100002364,parp6b,0.698274,2.13E-04
AF072549,60637,pax8,0.942444,1.41E-05
NM_001005929,449658,paxip1,0.764853,2.97E-05
NM_001020731,553765,pcbp3,1.190512,4.26E-05
NM_001002746,437019,pcca,3.172368,4.14E-07
NM_212925,405861,pccb,0.988038,8.71E-05
NM_212571,259186,pcdh10a,0.972483,4.84E-05
NM_001045235,692252,pcgf5b,1.00869,1.63E-03
NM_214751,378727,pck1,1.371839,3.75E-10
NM_213192,406473,pck2,1.932398,7.54E-08
NM_001161488,100008021,pcp4l1,0.62384,8.30E-04
NM_213360,406669,pdcd6ip,0.919061,1.76E-04
NM_001003415,445020,pdcd7,0.78492,4.50E-04
NM_200102,373125,pdcd8,1.015433,2.89E-07
NM_205721,403034,pdcl3,0.807698,1.17E-04
NM_201102,394077,pde10a,0.903399,5.27E-07
NM_212799,554700,pde6g,1.352286,7.54E-04
BI705668,799942,pde9a,1.340562,6.68E-05
NM_001002399,436672,pdha1b,0.610296,3.79E-04
NM_001017870,550568,pdlim1,1.122398,4.24E-08
NM_001042718,561865,pdlim3b,0.914831,1.88E-04
NM_001017656,550349,pdss1,1.058522,3.98E-09
NM_131443,30721,pdx1,0.661321,1.61E-03
NM_001004552,447813,pdxdc1,2.059877,8.54E-07
AI397346,791775,pdxka,0.71005,9.50E-04
NM_001128670,337325,pdzk1l,0.778843,1.74E-04
NM_001002616,436889,peli2,1.098308,2.75E-07
NM_182883,360136,penk,3.836288,1.87E-10
NM_131584,58107,per3,1.507831,1.00E-05
BC045901,494479,perp,2.795693,1.12E-09
AI882807,559933,pex14,0.897858,5.25E-05
NM_213397,554477,pfkfb3,0.986997,8.21E-05
BC090268,799355,pfn1,1.800865,4.41E-10
NM_201336,394235,pfn2,1.433664,8.33E-07
NM_201024,572733,pgam2,1.278424,6.34E-04
NM_213453,406762,pgd,0.981643,2.49E-05
NM_001007053,474321,pgm3,1.297085,7.95E-05
U93478,569575,pgr,1.258776,1.48E-06
NM_213104,406378,pgrmc2,1.766346,1.43E-06
CR848671,563332,phf20a,1.52152,5.93E-07
NM_001013499,541372,phf23a,0.669244,1.30E-06
BG302717,572183,phka1,1.007876,1.33E-06
BC152492,334003,pho,1.214971,8.72E-06
BC142796,321905,phrf1,0.773637,9.47E-06
NM_001017823,550521,phyh,1.180452,1.63E-07
NM_001045485,564750,pi4k2b,0.736984,2.18E-06
NM_001034977,563201,pi4kb,1.014639,2.03E-06
AA495026,445286,picalml,1.170434,8.77E-05
NM_198807,326729,pif1,0.670898,8.45E-04
NM_001126446,791759,piga,5.369678,1.72E-04
NM_201199,394174,pik3cd,1.346025,2.02E-04
NM_201143,100000252,pik3r3,1.321679,6.38E-07
NM_200935,393909,pitpna,1.5956,1.06E-05
AF336369,368200,piwil1,0.986695,1.00E-03
NM_201289,114551,pklr,2.049727,1.06E-07
CK689174,797838,pkp1,4.960841,1.18E-10
NM_001113433,568060,pkp2,2.963958,1.96E-06
NM_001045280,368397,pkp3,4.668538,4.60E-10
AF186476,259255,plagl2,1.10222,1.74E-03
BC067727,407700,plcb4,1.280211,8.11E-05
NM_200068,337489,plcd1b,4.622216,1.98E-12
NM_001161653,568288,plce1,0.969108,6.91E-03
NM_001128739,567753,plek2,1.670881,1.59E-07
NM_001136243,571486,plekha7,2.147293,1.37E-07
NM_001007374,492502,plekha8,0.867033,1.42E-03
NM_200340,393311,plekhf1,2.835723,2.10E-09
NM_200244,393214,plekhf2,0.973608,3.10E-05
NM_001077519,565914,plekhh1,1.149042,6.02E-05
NM_001003890,280649,plk1,0.885797,8.53E-06
NM_201308,334202,plk3,1.026086,6.05E-05
NM_199881,334273,pls1,1.76874,3.03E-05
NM_001002326,436598,pls3,1.779096,1.19E-07
NM_001098489,567422,plxna3,1.31935,6.61E-05
CK027271,561012,plxnb1a,0.661308,9.60E-03
AW567328,561433,plxnb2a,0.754139,2.93E-03
NM_200084,368229,pmm2,0.981344,3.95E-04
NM_200084,368229,pmm2,1.029772,1.49E-05
NM_001040355,678607,pmp22b,1.644244,1.27E-06
NM_213311,791647,pnp5a,3.214145,2.22E-08
AI558569,503936,pnpla7,1.948965,2.56E-08
AI641045,563365,podxl,1.009514,1.60E-04
NM_213303,368733,pold2,2.111889,4.02E-09
BC055500,327078,polr1a,1.468576,5.94E-06
NM_200518,325603,polr1b,1.935023,6.43E-09
NM_001024400,554099,polr2j,0.837657,1.02E-04
NM_212754,336518,polr3e,0.811563,8.21E-04
NM_200733,393706,pp,1.558338,3.83E-04
NM_201463,317739,ppan,0.606116,1.24E-04
U93474,30755,ppara2,1.973031,1.97E-08
U93475,563298,pparaa,1.54708,3.72E-06
U93473,557714,pparab,1.588802,1.67E-10
U93476,30750,pparda,1.81009,6.44E-08
U93477,557037,pparg,1.275833,3.98E-06
AI477068,555906,ppargc1b,1.377217,3.99E-08
AW019244,447887,ppif,0.80605,1.03E-02
NM_001137666,449936,ppl,5.420357,6.75E-10
NM_199937,335124,ppme1,0.896949,4.27E-03
NM_001004527,100003223,ppp1cb,0.620719,2.01E-04
NM_001002538,436811,ppp1r1c,0.693063,5.37E-03
NM_001002376,436649,ppp1r3ca,1.112675,2.82E-03
NM_200834,393807,ppp1r3cb,1.290726,2.88E-03
NM_194415,373881,ppp2r5e2,0.92918,3.44E-04
NM_001166628,557926,ppp3cc,4.384859,2.22E-05
XM_687678,564337,ppp3r1a,0.589215,1.21E-03
NM_001004501,368435,pr2y4l,1.099134,6.92E-06
AI641480,563151,prdm14,2.431011,3.88E-06
AI629157,559174,prdm16,1.281757,4.55E-04
NM_199515,323473,prdm1a,2.807047,1.39E-08
AI588696,556148,prickle1b,0.687001,7.91E-04
NM_001110286,100001198,prkaa1,0.920759,5.76E-05
BM342151,335232,prkab1b,0.643204,1.22E-02
NM_001034976,563147,prkacbb,2.169961,1.00E-09
NM_001077370,556042,prkar2aa,1.143999,2.44E-05
NM_200978,393953,prkcbb,2.005391,1.52E-06
NM_214708,334571,prkcd,1.357074,6.87E-09
NM_131630,58154,prkri,1.271975,6.50E-08
NM_001128677,407651,prlra,5.524243,3.13E-08
NM_200503,393475,prmt7,2.952638,1.39E-08
AF160970,322857,prom1a,1.123945,4.18E-05
AF373869,378834,prom1b,1.087338,5.23E-04
NM_205748,403072,prpf3,0.642924,3.53E-03
NM_200504,393476,prpf31,2.636836,3.25E-11
NM_198356,321555,prpf40a,1.749555,1.31E-05
NM_200976,393951,prpf8,1.58495,1.31E-06
NM_131567,559209,prph2b,0.715565,3.70E-04
NM_213533,140620,prps1a,0.831647,1.19E-02
AW232681,445084,prr15la,5.744612,8.76E-10
NM_200895,327512,psat1,1.000491,5.81E-05
AF354751,83917,psma6b,2.280413,1.93E-07
AF155576,64279,psmb11,1.770218,3.36E-08
NM_131391,30665,psmb9a,0.859701,9.83E-05
NM_201578,321898,psmd12,0.646514,1.33E-04
NM_200546,393518,psmd2,0.591717,2.80E-02
NM_131374,30647,psme2,0.890995,5.34E-05
NM_001020477,323490,ptbp1a,1.211587,6.21E-08
AJ007742,30189,ptc2,0.994232,3.95E-05
NM_213634,336492,ptgds,2.765182,1.37E-08
NM_001111160,559148,ptgisl,4.308944,1.14E-09
NM_153657,246227,ptgs2a,3.709258,8.14E-11
AF348085,142986,ptk2.1,1.320606,8.79E-05
NM_198819,386705,ptk2.2,0.620425,1.19E-03
NM_199846,333979,ptpn11,1.142026,3.48E-04
NM_200669,393642,ptpn12,0.698713,5.77E-04
BG727954,407635,ptpn3,4.714449,4.37E-10
NM_001007200,368448,ptpn4,0.78321,4.09E-03
AJ311885,140819,ptprf,1.583464,2.43E-07
AF190145,325033,ptprn2,1.059471,2.96E-05
XM_687691,564351,ptprna,2.370872,1.92E-06
NM_001002299,335096,ptpru,1.030206,1.86E-03
NM_001114549,561082,ptrf,1.422126,5.05E-05
NM_001020535,791795,ptrh2,0.904777,1.98E-05
NM_001008603,494060,pus1,1.637258,4.65E-07
NM_212783,337731,pvalb4,2.568025,1.80E-07
NM_182937,360208,pvalb8,4.963707,2.21E-08
NM_213047,266990,pwp2h,1.286206,2.41E-04
NM_001082808,557065,pxk,0.91423,2.90E-05
NM_201588,399546,pxn,1.628188,1.39E-08
AF231013,57923,pycard,3.129175,2.18E-11
NM_200826,393799,pycr1,1.617227,6.58E-06
NM_212809,403051,pygb,0.637114,1.39E-03
NM_200472,393444,pygmb,0.889337,8.25E-04
NM_131016,30211,pyya,4.500387,6.93E-05
NM_001008641,494098,rab25,3.989433,6.10E-08
NM_201454,140617,rab2a,0.705055,5.20E-03
NM_001004528,368905,rab3gap2,0.753217,2.04E-04
NM_001040348,678600,rab40c,0.819942,5.86E-05
XM_693654,570205,rab43,0.674298,1.18E-04
NM_001126381,403031,rab4a,1.100249,2.12E-03
NM_201485,337737,rab5aa,0.945936,9.50E-06
NM_200970,393945,rab5ab,0.971693,6.40E-05
NM_214780,407650,rabac1,1.075934,3.73E-07
NM_001002061,415151,rac2,1.128978,3.40E-06
NM_001146304,556427,ralgapa1,0.630548,1.91E-04
NM_001001729,414329,rap2b,0.656876,7.35E-05
AA494735,557693,rapgef2,0.614506,3.05E-02
AA494752,335032,rapgef6,0.651578,3.19E-03
U93479,30680,rarga,1.531211,3.99E-09
NM_200048,337070,rars,0.926948,1.68E-03
NM_200617,393589,rars2,0.862345,1.96E-04
AW019486,100002155,rasa1,0.775552,3.48E-06
NM_200532,393504,rasd1,1.385728,4.18E-07
NM_200140,393109,rasl11b,0.696468,1.30E-02
NM_001045339,751594,rassf6,4.301576,9.91E-10
NM_197942,368288,rassf7b,1.504418,6.65E-07
NM_001020667,553693,raver1,1.806336,2.20E-04
XM_001335784,798517,rbm15,1.194179,2.48E-06
NM_213214,406495,rbm22,1.07839,4.59E-04
NM_199790,327336,rbm25,0.727871,1.16E-05
NM_001002383,436656,rbm34,5.231369,2.47E-09
NM_001110127,333991,rbm38,1.755982,5.28E-07
NM_001014370,541556,rbm39b,1.799578,3.30E-06
NM_001100138,324302,rbm5,1.107501,3.04E-04
NM_001076716,767747,rbms3,1.649879,1.33E-06
NM_212598,321860,rbmx,0.662473,4.53E-03
NM_001025166,553240,rbmx2,1.46394,3.41E-06
NM_130920,30077,rbp4,2.754609,1.50E-05
NM_200259,393229,rbpms2,1.159555,6.03E-05
NM_001005392,325356,rcan3,0.908249,5.23E-05
EH491086,794652,rcbtb2,1.077766,1.65E-02
XM_686046,562671,rcn1,0.790005,1.39E-05
NM_001009912,494176,rdh12l,0.884861,1.72E-05
NM_001004296,286739,rdx,1.886609,9.72E-06
BM071136,569081,rerea,2.644991,1.34E-09
NM_001040004,677660,retsatl,0.640592,1.15E-04
CK019234,569100,rev3l,1.571571,1.09E-05
NM_001003862,445385,rfc5,1.81496,5.28E-09
CK676539,555183,rfx1b,0.71757,1.91E-03
AI721391,503590,rfx2,1.085238,3.82E-08
NM_205712,403016,rfx4,0.600847,6.28E-03
NM_199274,569876,rgs4,3.125447,9.20E-10
NM_199962,573765,rgs5,3.850939,1.90E-11
NM_001035263,562667,rgs6,1.160086,7.19E-03
NM_201204,792002,rhbdl2,1.06672,2.59E-05
NM_001076748,767781,rheb,0.715605,3.97E-04
NM_131084,30295,rho,1.252673,1.41E-05
NM_001002445,436718,rhoad,0.596859,1.17E-04
NM_201150,394125,rhoae,1.134576,9.63E-06
NM_199818,327510,rhoq,0.708404,1.11E-04
NM_001012250,100005849,rhov,2.640728,7.28E-11
NM_201178,321330,rhpn2,1.935,1.82E-09
NM_001079664,780843,rilpl1,3.430776,9.77E-11
BC059440,393672,rims2,0.606611,7.81E-03
NM_194411,373874,ripk2,0.634282,4.85E-05
NM_213078,406351,ripk4,3.557311,7.54E-10
NM_199522,80963,rnd3a,1.714556,1.43E-04
AW421046,446116,rnf113a,0.786036,8.14E-03
NM_212615,322325,rnf128,4.231496,4.28E-10
NM_199763,327056,rnf145,1.072294,4.88E-05
NM_001017554,792211,rnf150,0.852204,7.65E-04
BG307984,503775,rnf213,1.340718,9.57E-05
AW420279,337495,rnf41l,1.521392,6.12E-07
AF304130,30769,robo1,1.043394,1.29E-05
AF304131,30770,robo3,1.256219,1.68E-06
AF295804,317747,rock2a,0.734298,1.41E-03
NM_001093747,321070,rock2b,1.826127,1.94E-08
NM_201067,554722,rorab,1.899356,3.35E-04
U93482,559245,rorca,1.731454,5.59E-09
DQ017628,562258,rorcb,1.406122,1.21E-04
NM_213446,406755,rp2,0.748039,5.76E-03
NM_001024432,554138,rpap2,2.045957,1.79E-05
NM_001001593,335539,rpl23a,0.928917,1.58E-05
NM_201061,394036,rpl28l,0.621399,1.08E-03
AL921960,405888,rpl36,0.619077,2.28E-03
NM_001020692,553721,rpp14,0.681294,3.70E-05
NM_201146,394121,rps10,4.741248,1.01E-06
NM_200026,336687,rps14,0.594303,7.88E-03
NM_213279,406565,rps2,0.691846,5.72E-05
NM_201153,336550,rps3,0.727454,3.36E-04
NM_001005589,449547,rps4x,0.765052,2.11E-05
NM_212786,338219,rps6ka3,1.344878,1.31E-06
NM_212786,338219,rps6ka3a,2.144718,5.31E-08
NM_001110124,100003142,rpz5,1.313475,8.13E-07
NM_199714,325358,rraga,0.632154,8.68E-03
NM_001005931,449660,rras,0.861663,5.83E-05
NM_201072,394047,rtn3,0.67708,5.73E-04
AF104037,58127,runx3,1.208879,4.80E-05
NM_131603,58126,runxa,0.685015,1.72E-05
AF001908,30473,rx2,1.969806,1.93E-07
NM_131227,30474,rx3,0.786281,1.10E-04
U93483,30530,rxrba,1.528591,2.16E-06
NM_213003,406276,s100a10b,3.90355,2.54E-11
BI982416,436825,s100b,2.28835,1.79E-10
NM_001128341,563060,s100u,3.356989,1.23E-11
BC151933,100144627,s100v1,5.246225,1.41E-11
NM_001080161,336965,s100v2,2.671392,1.10E-07
AW076585,554089,s100z,2.514086,1.23E-06
AJ293862,555721,sall1a,1.587191,4.30E-08
AJ293864,170964,sall3,0.845849,1.13E-03
NM_001076739,767772,samd13,0.971688,1.01E-04
NM_200142,393111,samm50,0.592015,6.68E-05
NM_201179,394154,sars2,0.848408,3.04E-03
NM_200281,393251,sas,1.16604,1.70E-06
CF943686,394208,sb:cb1050,0.937201,3.08E-05
CF943694,394209,sb:cb1058,4.856967,1.39E-11
BC055497,368319,sb:cb183,2.044715,5.07E-07
BG985515,321209,sb:cb338,3.830678,2.22E-09
BU670751,321270,sb:cb470,1.237248,2.73E-05
CB923502,564040,sb:cb472,3.171821,1.97E-08
BU808674,564134,sb:cb474,1.152966,3.04E-05
AI545304,321302,sb:cb552,0.884491,9.58E-09
CF269314,567667,sb:cb734,0.928801,7.63E-04
CF269296,571153,sb:cb754,0.592211,2.59E-02
NM_001115105,407680,sc:d0144,6.896531,9.79E-11
NM_001083848,568891,sc:d173,6.889212,1.13E-11
NM_001122617,100142639,sc:d185,0.709165,3.81E-03
AI522669,406662,sc4mol,1.553636,7.93E-07
NM_199906,334500,scamp2l,3.939636,9.59E-12
NM_173259,192340,scarb2,1.215335,3.13E-04
NM_001005304,368684,scel,5.695942,4.30E-10
AW305569,793796,scg2a,1.723715,8.36E-05
NM_200757,393730,scg3,0.884499,1.12E-04
AF175294,323285,scinla,2.23731,7.07E-09
AW117001,406363,scinlb,0.780032,2.14E-03
NM_001077573,567239,scn4bb,1.00526,1.09E-03
NM_001001813,321696,scnm1,1.020366,1.91E-04
NM_001077559,562638,scoc,0.717649,2.03E-05
NM_200865,393839,scp2,1.054804,9.40E-04
NM_131627,58151,scyba,2.256586,2.87E-12
NM_199657,323839,scyl3,2.419237,8.29E-11
NM_201098,394073,sec14l1,1.578865,6.16E-10
NM_199777,327268,sec23b,3.354806,4.03E-12
GU908491,571870,sec24c,0.620252,3.90E-03
NM_001025530,563660,sec62,1.202155,1.35E-04
NM_200570,393542,selenbp1,0.913275,8.16E-05
NM_131061,30267,sema3ab,1.321594,5.01E-04
NM_131048,30250,sema3d,0.919796,4.89E-05
NM_131049,796377,sema4e,0.776218,1.84E-04
NM_201161,394136,sept7a,1.015938,1.55E-02
NM_198911,337243,sept9a,0.640248,1.61E-05
NM_178287,352915,sepw1,0.978566,2.67E-04
NM_194418,378438,sepw2b,3.202161,5.11E-08
NM_178288,352916,sepx1,1.816427,2.99E-05
NM_001045182,569338,serinc2,0.619039,2.78E-03
NM_213514,406835,serinc5,0.631967,3.06E-04
NM_199936,335119,serpinb1l3,1.574531,8.74E-06
NM_001009892,335229,serpinb1l4,1.048847,9.51E-07
NM_213519,406840,sesn3,1.057084,4.37E-07
AI588226,794199,setd2,0.755732,1.61E-03
NM_200054,337193,setd3,0.775744,1.89E-03
NM_001045349,751629,setd8a,0.651878,3.34E-04
XM_679219,446117,sf3b1,3.412607,5.87E-08
NM_213503,406824,sf3b3,1.114983,9.10E-06
AI959527,406564,sfpq,1.153038,1.63E-03
NM_201168,394143,sfrs8,1.130073,4.53E-05
NM_001003748,445292,sgcg,0.83801,1.83E-06
NM_001113622,570956,sgk2,2.060071,6.66E-06
AA494842,541529,sh2d5,5.042208,4.15E-10
NM_205753,403082,sh3bp4a,0.70741,3.31E-07
AW117104,406439,sh3bp5la,1.4225,3.41E-08
NM_200181,393150,sh3gl3,1.085475,2.64E-06
NM_201119,394094,sh3glb2,1.213322,9.75E-05
NM_001007151,322604,shbg,1.956699,4.80E-08
NM_131063,30269,shha,2.215148,8.30E-09
NM_131199,30444,shhb,2.072179,1.95E-10
AA494997,561042,shisa2,0.881759,6.44E-03
NM_001030081,555219,si:busm1-112p11.1,1.033683,1.92E-04
AW116724,556779,si:busm1-122b7.1,1.70834,7.06E-09
AW420788,566732,si:busm1-189a20.4,0.809596,2.64E-02
NM_001007206,368615,si:busm1-194e12.12,1.447782,7.39E-08
AW826598,368621,si:busm1-57f23.1,2.030862,6.71E-08
AW019131,368398,si:busm1-6a2.1,1.832506,3.25E-05
NM_001144787,556730,si:ch1073-287p18.1,0.886769,2.04E-03
CU302251,557688,si:ch1073-301i20.1,0.823354,1.21E-03
AI330386,553524,si:ch1073-380l12.1,4.003502,2.04E-10
AI545479,323108,si:ch211-103f16.3,2.189147,1.05E-08
BX004814,564382,si:ch211-103i6.5,0.654865,2.76E-03
BI878825,562734,si:ch211-105d11.2,1.113679,2.60E-06
BX469930,566121,si:ch211-114l13.1,0.80695,3.96E-04
AI353694,566658,si:ch211-117m20.5,5.545904,1.19E-08
AI883925,564179,si:ch211-119c20.2,0.940633,1.00E-04
BI325086,560591,si:ch211-11k18.10,0.879718,1.64E-05
NM_001030084,555268,si:ch211-11m18.2,1.154661,9.83E-06
NM_001040332,555349,si:ch211-11m18.3,0.670564,1.02E-02
NM_001105111,564515,si:ch211-121a2.2,1.408136,7.67E-08
AW116709,563087,si:ch211-129c21.1,4.819954,2.46E-11
NM_001045015,563359,si:ch211-129c21.6,1.253528,5.89E-05
BX470227,568088,si:ch211-12d10.5,1.117768,7.59E-03
NM_001044959,561391,si:ch211-132b12.8,5.45692,5.20E-10
AW171209,571767,si:ch211-135f11.1,3.195657,8.25E-10
NM_001077721,777613,si:ch211-137a8.2,3.327399,9.14E-08
NM_001105117,565274,si:ch211-137i24.10,1.547725,4.06E-05
BX571776,561689,si:ch211-139k15.1,0.856097,3.49E-06
AA497162,563215,si:ch211-146l10.2,1.256073,1.94E-05
NM_001089415,567533,si:ch211-155m12.3,0.749883,9.51E-06
NM_001118897,373136,si:ch211-157f15.1,4.571856,2.33E-13
NM_001044859,558368,si:ch211-15d5.5,1.304563,6.59E-05
AI793558,568367,si:ch211-160j6.2,1.345191,4.58E-06
XM_687332,100000230,si:ch211-166a6.5,2.560314,1.13E-09
NM_001113641,100000463,si:ch211-170d8.5,0.587291,8.57E-04
NM_001003547,445153,si:ch211-175f11.2,2.72563,1.34E-07
AI641655,558218,si:ch211-184m19.1,0.61634,1.27E-02
BX571842,571402,si:ch211-191a24.3,1.077439,8.27E-06
NM_001171033,100150331,si:ch211-191a24.4,3.149029,4.54E-11
AW171151,100005300,si:ch211-194d6.3,1.148051,9.15E-06
NM_001177933,556216,si:ch211-194i18.1,2.481397,5.37E-08
NM_001077302,768159,si:ch211-195b13.1,1.519367,2.44E-04
NM_001077302,768159,si:ch211-195b13.1,0.656592,4.51E-05
XM_688937,565670,si:ch211-195m2.8,0.883951,2.98E-04
BI428551,557836,si:ch211-198b3.2,1.676828,2.33E-08
NM_001110519,558071,si:ch211-199m3.9,0.718073,1.52E-03
BX530068,559535,si:ch211-1n9.7,2.498399,1.49E-05
AI722387,324358,si:ch211-200e2.1,3.760075,1.73E-10
AI397291,336402,si:ch211-200o3.1,2.138291,2.46E-09
NM_001045021,559992,si:ch211-203l9.2,1.825675,2.07E-07
AI667140,559686,si:ch211-207e14.4,2.792979,1.53E-10
AW175328,565444,si:ch211-208h7.4,0.926311,2.85E-04
BI981380,560631,si:ch211-209p5.2,0.673806,1.70E-04
BI980047,100001906,si:ch211-210c8.8,1.082328,2.09E-05
NM_001080164,492735,si:ch211-212o1.2,1.710086,6.35E-05
NM_001004524,368901,si:ch211-214p16.1,1.002173,8.08E-07
AI882760,565228,si:ch211-215a10.4,0.920096,2.92E-05
AI959644,798921,si:ch211-217k17.9,5.967738,5.78E-10
AI396851,100002243,si:ch211-229n2.7,3.958622,1.19E-07
NM_001128540,566663,si:ch211-232d19.4,0.809743,1.10E-03
BC154428,557957,si:ch211-232m7.1,0.602109,6.18E-03
NM_001045136,567545,si:ch211-234f20.7,2.400779,2.87E-06
NM_001080167,562516,si:ch211-234g24.1,1.077818,7.63E-04
NM_001114915,100141350,si:ch211-234p6.12,1.056109,1.57E-03
NM_001025297,327615,si:ch211-234p6.13,2.230811,9.16E-07
XM_679917,553465,si:ch211-235e18.3,1.923255,1.20E-05
NM_001145574,560006,si:ch211-236d22.1,0.969188,3.65E-04
BM154668,560000,si:ch211-236l14.3,1.810481,8.21E-07
NM_001025511,561047,si:ch211-237l4.2,4.903976,2.16E-08
AI793450,560673,si:ch211-238e22.4,2.017439,1.60E-04
AI641408,561159,si:ch211-240l19.1,1.746908,9.77E-08
AW421191,562991,si:ch211-241e15.2,1.818348,5.44E-08
NM_001030209,566552,si:ch211-241j12.3,1.159643,6.24E-04
NM_001044910,559906,si:ch211-243g18.2,4.981668,8.38E-11
AI943204,555223,si:ch211-244a17.4,1.451838,1.22E-07
NM_001082810,557230,si:ch211-244b2.3,0.585269,1.10E-02
NM_001014325,541512,si:ch211-244b2.4,3.137081,1.97E-10
NM_001123243,557793,si:ch211-248e11.2,0.729579,8.11E-03
NM_001044714,557556,si:ch211-250g4.1,0.679496,9.28E-04
CK675200,561194,si:ch211-254d18.3,0.689307,1.31E-04
NM_001025498,558036,si:ch211-260g14.3,3.62038,2.20E-11
BX511124,561893,si:ch211-260p9.1,0.597756,6.97E-04
NM_001115111,100141497,si:ch211-261c8.5,3.152226,1.34E-06
BI841308,571741,si:ch211-261d5.6,0.875263,2.35E-04
FJ392625,798356,si:ch211-262e15.1,1.302177,1.06E-02
BX255962,795008,si:ch211-269c21.2,0.714163,4.29E-04
BI705571,100007681,si:ch211-269i23.2,0.953075,9.82E-05
CK686702,564866,si:ch211-272f3.4,0.596868,1.03E-03
AI641708,100005291,si:ch211-278b8.3,0.840169,3.71E-05
BG985653,338299,si:ch211-283f6.8,0.961842,1.64E-04
CK677119,564009,si:ch211-284a13.1,0.828239,5.68E-03
BC116486,368367,si:ch211-284e13.2,1.687492,1.08E-03
AW171505,-,si:ch211-284e20.4,0.700844,1.18E-03
AW305895,562465,si:ch211-285f17.1,1.049887,1.19E-04
BG305646,556137,si:ch211-45m15.1,0.728761,5.96E-04
AI957792,563720,si:ch211-57g18.1,1.032063,5.01E-05
BI672176,558475,si:ch211-57h10.1,0.842954,2.23E-02
BE605524,561683,si:ch211-59d15.1,0.843569,1.56E-02
BI876768,566703,si:ch211-63o20.5,0.719156,9.29E-03
BX957355,560315,si:ch211-66i15.4,1.624141,1.30E-06
AW826407,557373,si:ch211-67f24.5,0.823985,6.55E-05
AI641463,-,si:ch211-67f24.8,1.111767,6.84E-06
NM_001044333,555492,si:ch211-67n3.1,0.686024,2.77E-02
