Accession,Unigene,Gene,Ratio,ttest
CB358473,552961,si:ch211-245g11.2,0.647001,2.90E-02
NM_001123243,557793,si:ch211-248e11.2,1.13223,3.91E-03
NM_001025498,558036,si:ch211-260g14.3,4.061693,2.98E-10
BX511124,561893,si:ch211-260p9.1,0.891892,2.11E-03
NM_001115111,100141497,si:ch211-261c8.5,2.665068,7.39E-07
BI841308,571741,si:ch211-261d5.6,1.084033,3.84E-06
BX255962,795008,si:ch211-269c21.2,1.051907,2.66E-05
BE016087,564009,si:ch211-284a13.1,0.944084,1.02E-02
NM_001128685,555997,si:ch211-284b7.3,0.769656,2.42E-03
BE605524,561683,si:ch211-59d15.1,0.697976,1.81E-02
AW826407,557373,si:ch211-67f24.5,3.022409,1.12E-11
AI641463,-,si:ch211-67f24.8,0.940944,1.06E-04
NM_001044333,555492,si:ch211-67n3.1,0.62251,8.72E-03
AW019265,326086,si:ch211-77g15.32,0.931474,2.24E-05
NM_001044879,558981,si:ch211-81a5.7,1.232823,3.39E-06
BM183271,566247,si:ch211-89o9.4,0.851467,6.98E-04
AI477220,561967,si:ch211-93f2.1,2.547196,9.47E-09
CU467849,566914,si:ch73-131e21.5,0.895827,2.43E-05
BI983802,100005564,si:ch73-13b6.3,5.335361,7.70E-08
BC057487,568789,si:ch73-149o12.1,0.908798,3.93E-02
AI544761,100148989,si:ch73-15n24.1,2.303642,5.98E-08
AI601714,567110,si:ch73-162j3.1,1.371536,4.43E-05
BM095607,100126117,si:ch73-189n23.1,2.730647,1.06E-08
NM_001145624,100003587,si:ch73-190m4.3,0.823665,3.70E-03
AI793775,797312,si:ch73-256j6.4,0.843756,5.76E-05
AW280046,572303,si:ch73-30n17.4,0.883619,3.78E-02
BM035965,368688,si:ch73-314g15.3,0.603338,6.58E-03
BC124374,565974,si:ch73-34b5.1,0.931904,3.43E-05
BI892044,569944,si:ch73-52e5.1,4.010892,3.36E-12
BM072309,100142654,si:ch73-52e5.2,2.070617,8.76E-07
NM_001164241,100302660,si:ch73-86n6.2,0.781623,4.73E-04
AW128279,100000006,si:dkey-101k6.7,1.518059,1.97E-06
AI584993,323719,si:dkey-111e8.1,2.15941,5.67E-07
CR790378,567743,si:dkey-112e17.1,0.705865,4.84E-02
AI942951,100001194,si:dkey-117n7.4,1.469294,5.03E-03
AI957801,559444,si:dkey-117n7.5,2.448179,2.38E-06
NM_001098254,570890,si:dkey-11f4.16,1.013008,4.44E-07
BI890193,368348,si:dkey-11p23.2,1.495572,4.68E-05
XM_678089,557744,si:dkey-120m5.1,0.798832,1.61E-03
BC154490,100007612,si:dkey-127k13.1,1.078136,1.01E-02
BG727126,558453,si:dkey-12o15.1,1.339059,5.78E-03
AW202736,565971,si:dkey-13i19.1,1.119062,1.75E-04
NM_001044839,557741,si:dkey-14d8.6,0.80873,2.50E-02
NM_001100032,567639,si:dkey-151c10.1,1.580757,4.15E-07
NM_001045110,566596,si:dkey-153k10.9,0.705397,3.24E-02
NM_001128351,570248,si:dkey-162b3.1,0.706528,3.13E-02
BX571960,566780,si:dkey-165i8.3,0.784799,1.25E-03
AW076819,100004316,si:dkey-16m19.2,1.759889,1.94E-05
AW232856,-,si:dkey-170k13.1,2.363764,3.03E-05
BC115357,559377,si:dkey-170o10.4,4.970202,3.20E-08
BM095178,558045,si:dkey-174k18.1,3.483047,4.30E-07
AI884222,562231,si:dkey-175m17.8,1.344833,3.48E-07
BE016163,555432,si:dkey-177e13.4,1.918525,3.18E-07
AW019715,100150342,si:dkey-177p2.16,1.431025,2.13E-05
CR932977,560538,si:dkey-179j5.6,0.800638,3.28E-02
AW232135,553452,si:dkey-180p18.9,0.938947,2.54E-05
AW203034,566384,si:dkey-181m9.10,1.802636,6.38E-08
BC134010,553518,si:dkey-188i13.1,0.732862,7.77E-05
AW175450,567482,si:dkey-189g17.2,2.371048,4.80E-06
NM_200605,393577,si:dkey-18n13.4,0.800644,3.06E-02
BI671139,402824,si:dkey-191g15.1,4.199446,7.86E-10
BX470229,565728,si:dkey-193b15.6,2.104828,8.44E-06
BI878775,565869,si:dkey-201c13.3,2.105971,1.08E-06
AI396704,336388,si:dkey-204f11.64,3.382802,3.85E-12
NM_001171029,563108,si:dkey-206d17.12,2.047775,9.93E-10
NM_001128235,556245,si:dkey-20d21.12,1.63929,3.51E-05
CT573450,572413,si:dkey-210e6.1,0.585464,6.18E-04
NM_001045144,567886,si:dkey-217k21.3,1.07687,7.10E-04
BG985472,338241,si:dkey-21k10.2,2.653075,5.57E-04
NM_001144047,564413,si:dkey-21k24.2,0.848053,1.27E-04
NM_001044316,492678,si:dkey-220f10.6,0.775079,4.25E-02
AI477969,794613,si:dkey-221l4.7,5.603963,3.69E-09
BC134058,568423,si:dkey-222f2.8,0.997263,7.61E-03
NM_001044967,561722,si:dkey-222f8.3,0.700821,1.05E-02
AI883001,555353,si:dkey-229d11.5,1.591209,6.67E-04
NM_001145556,555617,si:dkey-22i16.3,0.711513,2.13E-03
NM_001044829,557525,si:dkey-239i20.2,0.593084,1.02E-02
AI641385,557628,si:dkey-239i20.4,1.601441,1.17E-04
AI384834,336380,si:dkey-242g16.2,3.990192,3.12E-08
NM_001110029,561003,si:dkey-246g23.3,1.435402,1.93E-04
BI476730,571356,si:dkey-24l11.7,0.963541,8.49E-05
AW019214,566714,si:dkey-252h13.5,3.416256,7.06E-08
CR391935,558466,si:dkey-256k13.1,1.734511,1.37E-06
CK690494,571152,si:dkey-258f14.3,0.831459,1.66E-05
NM_001126403,561959,si:dkey-273o13.5,0.943069,1.29E-03
AW127728,798982,si:dkey-27p1.2,0.958106,1.40E-02
AW184411,-,si:dkey-286j17.3,1.629153,1.14E-05
BC124164,556540,si:dkey-286j20.1,0.823582,2.88E-03
XM_001334026,562640,si:dkey-28b4.8,1.118972,3.95E-05
BX571981,563198,si:dkey-31j3.9,1.618802,5.58E-05
AI626304,568426,si:dkey-33c18.3,1.081123,8.52E-06
BE693132,321382,si:dkey-33i11.4,5.339287,1.18E-08
BM070987,-,si:dkey-39e8.5,4.159271,2.48E-07
NM_001105121,568368,si:dkey-3n22.7,1.962678,3.71E-08
NM_001100065,799954,si:dkey-46a12.1,0.698067,3.77E-02
BX537139,569187,si:dkey-46k9.12,3.128937,5.13E-07
CR786576,564584,si:dkey-4m11.4,0.720571,1.40E-03
BE015675,335737,si:dkey-52h23.1,1.081445,1.78E-02
BC081654,564334,si:dkey-52k20.13,1.023529,5.89E-06
NM_001017734,550429,si:dkey-53p21.1,2.08859,1.43E-06
BX677666,568457,si:dkey-58b18.11,1.108571,6.69E-03
NM_001160014,569632,si:dkey-60a16.5,0.73946,4.74E-02
NM_001045397,751683,si:dkey-6n6.2,0.913037,1.58E-02
CR788310,559017,si:dkey-74f15.3,0.812686,2.59E-02
NM_001145555,553448,si:dkey-76k16.7,0.721241,1.56E-03
BX936298,561111,si:dkey-78l4.2,0.613652,2.86E-02
XM_690165,504036,si:dkey-78p20.2,3.561156,7.50E-10
CR361557,100005357,si:dkey-78p8.2,0.745135,2.90E-03
CR855320,100007423,si:dkey-79f11.4,0.739546,4.38E-02
NM_001082832,562950,si:dkey-7c18.24,4.539276,3.17E-10
AF160641,553232,si:dkey-7l12.1,1.864295,7.46E-05
NM_001044329,555304,si:dkey-7l12.4,0.721692,1.75E-03
AI793391,562490,si:dkey-8l13.4,0.879977,2.11E-02
AA495181,563325,si:dkey-92i17.2,1.430045,6.83E-07
AI793581,565326,si:dkey-94n12.4,0.636978,1.10E-03
NM_001080605,792832,si:dkey-98f17.2,0.850272,2.03E-02
NM_001030089,555526,si:dkey-98p3.7,1.210989,2.31E-05
BE201632,563056,si:dkey-9a20.6,1.534597,3.63E-03
AI667546,555716,si:dkey-9i23.11,0.966681,2.20E-04
NM_001128795,797834,si:dkeyp-110c7.1,1.388603,9.15E-03
BG304219,558442,si:dkeyp-110e4.6,2.45451,3.70E-09
NM_001123285,567801,si:dkeyp-110g5.2,1.631411,7.89E-06
XM_001342803,553371,si:dkeyp-113d7.4,4.123933,8.37E-08
XM_679949,556995,si:dkeyp-35b8.5,5.240488,7.56E-12
BX294128,570822,si:dkeyp-35f12.2,1.038587,4.07E-03
NM_001100956,571990,si:dkeyp-4c4.1,4.59804,1.18E-08
CF673290,557389,si:dkeyp-51c11.1,5.894712,3.27E-09
AI477651,322341,si:dkeyp-68f9.12,1.771935,2.00E-03
AI545289,566583,si:dkeyp-69c1.9,0.721726,1.87E-02
BC133166,559449,si:dkeyp-75h12.2,2.571274,2.52E-06
BX664618,100005391,si:dkeyp-82a1.6,1.360213,3.16E-04
NM_001030110,557184,si:dkeyp-89c11.2,1.57709,1.84E-04
BC167970,564098,si:dkeyp-8h9.2,4.894408,5.74E-10
AI601442,323834,si:dkeyp-95d10.1,1.456635,1.35E-03
AL645789,560275,si:rp71-11b17.3,1.317105,7.69E-03
NM_001080752,559830,si:rp71-1g18.7,1.790194,1.03E-03
AI330451,554678,si:rp71-1i20.2,2.332385,7.39E-05
CK682643,492647,si:rp71-39b20.7,0.870168,8.17E-03
BI891793,368434,si:rp71-46j2.8,1.635334,1.55E-05
BE202082,335278,si:rp71-61h23.4,1.590913,1.07E-06
NM_001007182,368404,si:xx-35d8.1,0.657921,1.08E-03
BC114270,561420,si:zfos-452g4.1,0.919184,1.48E-05
NM_200977,393952,sigmar1,0.831401,4.16E-04
NM_001025451,321239,silva,0.879221,1.11E-04
NM_001033918,562810,silvb,0.867218,2.90E-06
NM_131836,114450,sim2,1.09958,6.12E-05
AI667400,562521,sipa1l1,0.806069,1.38E-02
NM_207095,404627,six1b,0.713425,8.38E-05
AB040708,83415,six2.1,2.059766,1.59E-06
AB040709,65232,six4.1,1.014691,4.56E-04
NM_131718,65233,six4.2,0.879371,1.13E-03
NM_131718,65233,six4.2,0.694671,6.13E-05
NM_001020585,553611,six6b,0.970938,2.90E-02
NM_200628,368564,skap2,0.779108,2.55E-04
NM_001020519,326634,slc14a2,1.98475,5.66E-04
NM_198064,793301,slc15a1b,0.858689,1.10E-06
NM_001145814,449947,slc16a12b,3.931134,4.54E-06
NM_212708,327276,slc16a3,0.835236,6.69E-04
NM_213179,406458,slc20a1a,2.891075,1.63E-07
NM_212588,321541,slc20a1b,2.35796,2.25E-06
NM_212782,337675,slc25a12,0.701735,2.04E-04
NM_200859,393833,slc25a20,0.769919,1.10E-05
NM_213408,406717,slc25a22,2.882957,7.35E-09
NM_213257,406541,slc25a25,0.751202,6.03E-04
NM_213157,406436,slc25a33,1.402579,1.34E-06
NM_200715,393688,slc25a3l,0.691038,9.66E-05
NM_173247,192321,slc25a5,1.201642,3.92E-04
NM_201473,322846,slc26a5,1.196003,5.20E-04
NM_001002322,436594,slc30a5,0.668305,1.15E-03
NM_205651,402949,slc30a6,0.909687,1.43E-02
NM_001039995,664769,slc35b3,1.421979,3.16E-03
NM_212643,323482,slc35c2,1.738805,3.18E-07
NM_213014,406287,slc37a2,1.097874,1.18E-04
NM_214738,406465,slc37a4a,2.459426,3.77E-04
NM_001002648,436921,slc38a3,1.810247,2.17E-07
NM_001080619,791137,slc39a3,0.802257,2.97E-02
NM_199897,334395,slc43a1a,1.042676,5.19E-03
NM_001037237,566075,slc4a2a,1.82163,6.91E-06
NM_001098387,558960,slc6a11,6.273108,9.01E-11
NM_199736,326030,slc6a19,3.665524,6.58E-07
NM_001007329,492363,slc7a3,0.711255,5.06E-03
NM_001008586,494043,slc9a8,2.223479,3.01E-08
NM_001045188,569735,slco3a1,2.543617,2.34E-08
NM_001145601,568838,slkn,1.043371,8.39E-04
NM_199734,378855,slmo2,1.523572,3.39E-04
AF229023,58092,smad3a,0.706922,3.24E-03
NM_001077778,777731,smap1,1.121277,8.62E-05
NM_181603,353295,smarca4,0.840476,1.31E-03
NM_201298,322248,smarce1,1.955799,5.64E-06
NM_173253,192332,smc4,0.831338,1.06E-03
NM_001083840,564985,smcr7l,1.145156,1.07E-06
NM_001080044,569810,smg1,0.851447,1.92E-04
NM_001045083,565575,smg7,0.677825,1.35E-02
NM_205540,321245,smyd1a,0.988433,6.34E-03
NM_001020507,321552,smyhc1,3.210345,6.45E-11
NM_131434,30711,snap25b,1.098178,6.82E-06
NM_001025470,793873,snip1,0.745785,8.94E-05
NM_001002081,415171,snrpd3,0.734368,2.39E-05
NM_001145893,394098,snx12,0.643711,8.55E-03
NM_001037698,568737,snx2,1.078698,5.59E-05
BG985765,406797,snx5,0.699147,3.50E-03
NM_001030124,558917,snx9l,0.87582,7.60E-05
NM_199950,335409,socs3a,1.830099,1.15E-06
NM_199976,335799,sod2,0.754186,1.43E-04
NM_001126465,799153,sort1b,3.158707,6.66E-12
NM_131287,30544,sox17,0.806568,1.22E-02
NM_001025465,386704,sox8,1.050866,7.57E-03
AF277097,60642,sox9b,0.793686,5.59E-04
NM_212662,324109,sp1,0.678007,3.78E-02
NM_213241,321264,sp8a,1.914138,3.65E-09
NM_212960,405896,sp9,4.718212,9.39E-10
NM_001007109,570504,speg,2.328946,7.70E-05
NM_213152,406426,spint1l,5.432534,1.88E-08
NM_131515,58027,spon1a,0.833063,5.62E-04
NM_131517,58029,spon1b,1.265763,2.79E-03
NM_213232,406513,spred1,1.043999,1.75E-02
NM_001003474,445080,spsb4b,0.890117,1.19E-02
NM_001020471,553981,sptlc1,1.629197,2.59E-07
NM_001020619,553646,sptlc2,0.941168,3.12E-03
NM_001017881,550580,sqrdl,3.162187,2.52E-12
AW343560,406452,sqstm1,3.016642,5.79E-12
NM_001003837,325084,src,0.985698,1.08E-02
NM_001044939,560717,srd5a3,0.866868,7.47E-03
NM_131499,793299,sreb2,1.607417,5.35E-04
NM_001089466,100037309,srebf2,0.8444,8.03E-06
NM_001171612,570867,srgn,1.209128,6.61E-04
NM_200373,393344,sri,1.548161,3.49E-06
NM_200988,393963,srp54,0.84204,1.56E-04
NM_199650,323679,srpk1,0.873408,3.05E-04
NM_213442,406751,srrm1,0.73418,2.07E-02
NM_201327,373100,ssr1,0.790437,1.72E-02
NM_001040351,678603,st14a,5.57169,3.43E-12
BX649457,570626,stab1l,0.91048,7.92E-04
NM_001007369,492497,stam2,0.870931,5.78E-05
NM_200498,797422,stambpa,1.074909,7.72E-05
NM_131663,63999,star,1.313036,1.73E-02
NM_200220,100001416,stard10,4.822884,6.11E-08
NM_131480,30768,stat1a,1.247441,2.04E-02
AF322857,30767,stat3,2.189177,1.67E-05
NM_205561,334440,stau1,0.944527,4.21E-02
NM_200925,393899,stau2,0.74726,3.44E-03
NM_001008627,494084,stk35l,0.753663,2.09E-04
NM_001002085,415175,stnnc,3.795703,1.50E-10
NM_001013266,563124,strn3,0.948833,2.45E-05
NM_001002051,415141,stx12,2.033724,2.92E-06
NM_001002333,436605,stx5a,0.856349,2.08E-03
NM_199630,323105,stx5al,0.868336,1.82E-03
NM_213289,406578,stxbp2,2.605561,1.22E-08
BC056551,317746,suclg2,1.844407,1.80E-05
NM_182941,323424,sult1st1,1.533018,1.54E-07
BG728432,402915,sult1st4,3.237207,2.23E-08
NM_001002599,436872,sult1st6,2.750032,2.29E-07
NM_198914,338214,sult2st1,1.813145,2.13E-06
NM_214686,322462,sult6b1,2.489516,2.04E-09
NM_131673,64275,supt5h,0.662738,1.26E-03
NM_001083564,570852,supv3l1,6.060949,2.85E-10
NM_001080173,557970,surf1,0.949695,2.63E-02
AW165133,445198,suv39h1a,0.753687,8.15E-04
NM_001035261,30112,svil,1.061572,8.65E-03
NM_200942,393916,syap1,0.962146,4.19E-04
NM_001118894,402797,sycp1,1.660408,4.68E-06
NM_199679,324384,syncripl,1.174515,7.88E-03
BC133858,568509,syngr2b,1.211904,5.06E-05
NM_199917,334599,synj2bp,0.827969,4.57E-05
AW420381,563843,synpo2la,1.598019,8.54E-05
NM_200667,393640,sypl,0.699783,1.76E-03
CF417048,798433,syt9a,2.173398,1.72E-04
NM_212735,335226,syvn1,0.928711,2.80E-03
AW116173,554156,tada2b,1.006641,1.14E-05
NM_001045274,567105,taf1a,0.748121,4.26E-05
NM_001004548,447809,tagap,1.010662,1.54E-06
NM_201576,259183,tagln2,1.546247,4.60E-09
NM_199997,336141,tarbp2,0.977291,4.86E-02
NM_001122786,449661,tars,0.897467,2.23E-03
NM_212664,324152,tax1bp1b,0.931458,3.49E-03
AI641767,406779,tax1bp3,1.880431,3.23E-03
NM_001001814,321965,taz,0.73849,3.74E-03
NM_001024394,554092,tbc1d17,1.616556,1.22E-05
NM_214799,407720,tbc1d22a,1.213387,4.35E-04
NM_200777,393750,tbc1d7,1.02118,4.77E-03
BC083387,553265,tbcd,0.737406,7.33E-05
NM_001044748,692289,tbk1,1.039861,4.79E-02
NM_200096,368882,tbp,1.28385,1.45E-03
AF287006,58042,tbr1,0.770455,1.78E-02
NM_130914,30070,tbx4,1.591858,1.16E-04
AF152607,30071,tbx5,0.601391,3.92E-02
AW566954,792041,tbxas1,1.339578,3.64E-06
AF136456,30556,tcf7l1b,1.140628,3.02E-02
AF136455,30510,tcf7l2,1.04207,1.64E-03
NM_001040343,678595,tchp,0.659439,2.12E-02
NM_213245,406528,tdh,0.758948,1.44E-02
NM_199856,334082,tdo2b,0.993497,9.68E-04
BG303948,799498,tdrd6,0.662647,5.67E-04
AW419564,326954,tecrb,1.087092,3.31E-04
CK687833,561284,tep1,0.908472,2.42E-04
AY099522,192316,terfa,0.599399,2.95E-03
NM_001015057,30255,tfa,0.868129,6.56E-03
AF457191,140618,tfap2a,1.55028,4.32E-04
NM_001008576,494033,tfap2c,3.919534,4.73E-12
NM_001113617,569468,tfb2m,0.864866,3.00E-03
NM_131848,114834,tfe3a,0.882148,1.54E-03
NM_182855,30739,tgfbr2,1.420583,1.23E-06
NM_199567,321756,tgif1,0.591187,2.03E-02
NM_001003847,368417,thoc2,0.889222,2.31E-02
U93486,30670,thraa,0.982566,2.74E-02
NM_201132,394107,tial1,1.079538,2.39E-04
NM_001044759,403147,ticam1,2.667213,2.06E-06
NM_001013507,541380,timm44,1.093416,3.99E-03
NM_213296,406650,timp2b,0.778806,3.66E-02
NM_001045019,563506,tiparp,0.948017,3.28E-04
CT675283,565446,tjp2a,2.581272,1.15E-09
NM_001002366,436639,tjp2b,3.726504,3.98E-09
NM_201494,373089,tjp3,2.210765,2.45E-05
NM_198070,378713,tkt,0.91251,3.01E-03
AF520426,386615,tlc,1.486595,3.89E-02
NM_001006071,450051,tlcd1,5.142151,1.99E-08
AF265345,326734,tlk1b,1.569007,9.94E-07
NM_001009560,494453,tln1,0.640214,4.10E-02
NM_001005992,449819,tmbim1,0.842177,1.41E-02
NM_213138,406412,tmbim4,1.336724,1.75E-04
AW202709,335549,tmc4,1.206916,3.82E-02
DN898294,564309,tmco3,0.653477,8.07E-03
NM_214698,326716,tmed10,1.030323,3.27E-05
NM_001080640,791158,tmed1b,0.940246,5.46E-05
NM_199548,321550,tmed2,1.1444,1.32E-04
NM_001033108,613145,tmed9,1.361785,4.01E-05
NM_001128676,407612,tmem106a,2.562718,2.39E-08
AW202774,568352,tmem176l.3b,0.90287,2.50E-02
BC152289,571746,tmem176l.4,5.753038,2.64E-10
NM_213520,406841,tmem184a,3.611732,3.16E-11
NM_001102393,797335,tmem192,0.804056,8.09E-05
NM_200900,393874,tmem38a,1.109814,9.36E-05
NM_199860,334110,tmem39b,0.870724,8.71E-03
NM_205677,402977,tmem45b,1.985123,1.38E-05
NM_001077730,777622,tmem51a,1.05176,4.79E-04
NM_001102617,327162,tmem51b,2.887867,3.27E-06
NM_001045368,751651,tmem86b,1.157786,7.40E-04
NM_001159512,559754,tmprss13a,3.798438,6.66E-10
BE017788,564693,tmprss13b,4.125823,2.08E-09
NM_001077738,777630,tmprss4a,1.0721,3.90E-03
NM_001126377,327651,tmprss4b,1.790181,1.36E-05
NM_001002113,415203,tmx2,0.635433,3.69E-03
NM_199799,327399,tnfaip1,1.149045,6.44E-05
AW232262,100151319,tnk2,2.298,1.60E-05
XM_682318,559022,tnks,1.371196,6.29E-06
AF425255,353248,tnnt1,2.604455,8.22E-11
NM_131565,58084,tnnt3a,0.974622,3.71E-07
NM_201087,394062,tnpo3,0.773073,5.02E-05
NM_198363,386629,tob1a,1.040826,2.39E-04
NM_212974,406245,tob1b,3.123788,2.67E-09
NM_207061,336876,tollip,1.120174,1.06E-04
BC139585,553244,tom1,3.548419,5.82E-05
XM_683727,560327,tom1l2,0.820137,1.19E-02
NM_213036,406309,tomm20a,1.323582,4.04E-04
NM_199614,322645,tomm40,0.93732,4.40E-05
NM_212959,405895,tomm40l,0.791902,5.72E-03
NM_001044324,553496,top1l,1.743822,1.68E-05
NM_131327,30590,tp53,0.638362,5.00E-04
NM_214814,407983,tp53bp2,0.657606,1.00E-03
NM_001020550,553571,tp53rk,0.683354,1.48E-02
NM_152248,260407,tp63,4.915834,5.82E-10
NM_212733,335107,tpd52l2a,1.375738,5.04E-06
NM_200885,322103,tpd52l2b,1.12029,2.56E-02
NM_178306,352943,tph1a,5.065798,2.35E-08
BG303492,415103,tph1b,2.810933,1.32E-08
NM_214795,407712,tph2,1.424937,1.75E-04
AF387819,560753,tpi1b,0.738511,1.12E-03
NM_200934,393908,tpm1,1.599231,5.67E-07
NM_205676,373076,tpm3,3.356204,4.01E-10
NM_001128798,798347,tpp1,0.725708,3.10E-02
NM_201335,393825,tppp3,0.869219,6.14E-04
NM_001030123,558883,tprb,1.249054,2.54E-06
NM_131403,30677,tpst1,1.200751,8.61E-03
AF424545,368967,trac,2.001651,1.16E-02
NM_131607,58130,tradd,1.041774,4.05E-05
AI667210,557526,traf2b,0.824324,7.93E-03
BI883698,100002188,traf3ip2,2.060899,1.60E-07
NM_212817,404035,traf4b,4.45376,9.93E-10
NM_001020603,553630,trim13,0.723085,3.01E-02
BC155346,568734,trim16,2.337092,8.85E-05
NM_200175,393144,trim25,1.505911,7.23E-05
NM_001002871,324053,trim33,0.649792,4.24E-02
AW171138,334253,trim35,0.692736,4.82E-04
NM_001002358,436631,trim55a,0.936881,9.42E-04
NM_001037392,563475,trmt6,2.004469,1.97E-08
NM_001002321,436593,trmt61a,1.240793,7.09E-06
NM_001029966,791478,trnau1apl,1.000054,1.24E-03
NM_131569,58090,trpc4apa,0.795189,2.25E-02
NM_131568,58089,trpc4apb,0.66623,1.59E-03
NM_001044827,557456,trpc5,0.721789,7.11E-04
NM_001030061,280653,trpm7,1.187704,3.64E-06
BI474802,557850,trpv4,1.780176,9.15E-07
NM_200569,393541,tsc22d3,1.134243,3.50E-03
NM_001002334,798836,tspan13a,2.956438,2.53E-06
NM_001002439,436712,tspan18b,0.979303,1.73E-02
NM_214774,406802,tspan7,1.847826,2.17E-07
NM_001007382,492510,ttc1,0.720815,4.69E-02
AY033829,317731,ttna,1.38348,3.52E-08
BE693170,368859,ttnl,0.700231,2.87E-02
NM_212590,321577,ttpal,0.755141,3.84E-05
NM_200691,393664,tuba8l2,1.646035,1.58E-05
NM_001003558,445164,tuba8l3,0.894532,3.18E-04
NM_001004513,563517,tubgcp3,0.679466,9.89E-04
AB055681,541378,tufm,0.755624,4.09E-02
NM_199725,325677,twf1a,1.119689,1.11E-05
NM_001115133,323607,txndc1,0.750082,5.18E-04
NM_213016,406289,txndc5,0.625506,4.87E-02
NM_200087,368359,txnip,0.905805,1.45E-02
NM_201138,394113,txnl1,0.640516,8.28E-03
NM_131432,30709,tyro3,1.007713,7.26E-04
AI396797,561667,tysnd1,1.247206,1.16E-06
NM_212621,322513,uap1,3.053585,1.87E-05
NM_200294,393264,uap1l1,1.364477,8.83E-03
NM_001013272,550134,ubb,1.690887,1.31E-07
NM_199664,324015,ube2d1,1.16215,3.17E-05
NM_001002072,415162,ube2l3,1.099773,4.40E-04
NM_200342,393313,ube2nl,0.909957,9.92E-06
NM_001020579,553603,ube2q1,0.638469,6.46E-04
BC133176,568531,ubr1,1.39223,6.91E-03
NM_201477,325119,uchl1,1.091578,4.22E-04
NM_001024405,554104,uchl3,1.014946,4.54E-05
AJ243250,555812,ucp2,0.805365,1.34E-04
AI793886,436724,ufd1l,0.804169,5.24E-04
NM_212729,334420,ugp2b,1.283944,6.55E-05
NM_213422,406731,ugt1ab,4.143427,2.05E-07
NM_001076643,767705,ugt2a5,0.915167,2.27E-04
NM_001080692,791210,ugt5b4,0.977081,1.46E-04
FJ392620,100302470,uo:ion005,1.515055,1.81E-05
NM_001002332,436604,uox,0.800514,1.86E-02
NM_199616,322660,upb1,3.174036,3.36E-08
NM_001024442,554154,uqcrb,0.764818,5.11E-05
NM_200820,393793,uqcrc1,0.713646,5.20E-03
NM_001103194,406359,uqcrfs1,0.716383,1.49E-02
NM_213194,406475,usf2,1.018154,2.82E-05
AI931060,564632,usp10,1.188748,8.62E-05
BI880068,100149597,usp24,1.487475,7.49E-05
NM_001001886,406790,usp25,1.189366,9.92E-03
NM_001008574,494031,usp2a,0.940196,1.27E-02
BC059202,569679,usp3,0.745745,4.26E-02
BC094294,553758,usp7,1.359499,5.89E-05
BC134951,565434,usp8,1.208844,4.42E-06
NM_001111207,393107,utp6,0.837579,4.08E-02
NM_201069,394044,uvrag,0.655192,1.50E-02
NM_001002073,415163,vamp3,0.855462,5.00E-04
NM_199759,327007,vamp8,3.154622,1.30E-08
AF428249,245949,vangl2,1.325818,8.43E-05
NM_212647,323628,vapb,1.056238,3.91E-05
NM_001018131,553185,vasn,1.069721,3.91E-06
NM_214688,323465,vcanb,0.767177,6.76E-05
NM_200238,393207,vil1l,1.144202,3.05E-04
AF114427,30616,vmhc,1.753736,2.36E-03
NM_001118893,378837,vps13a,0.926388,4.14E-04
NM_213320,406621,vps24,0.736132,2.08E-04
BQ450290,448942,vps33a,0.955558,2.58E-02
CK686009,556724,vps52,1.44543,8.05E-05
NM_001082944,100001285,vps72,1.666574,2.29E-04
NM_001030244,570276,vsg1,0.830539,8.27E-04
NM_213140,406414,vta1,1.044358,1.05E-06
AF406784,559475,vtg1,0.641044,2.34E-02
NM_001044913,559931,vtg2,0.929702,2.65E-04
AF254638,30518,vtg3,1.368035,2.03E-05
NM_201059,394034,waslb,3.154274,2.85E-10
NM_199710,325287,wbp2,1.453158,1.49E-05
NM_001002726,436999,wdhd1,0.641349,4.98E-02
NM_200805,394014,wdr1,1.305578,2.00E-04
NM_200701,393674,wdr21,0.97277,1.24E-02
NM_198873,321058,wdr3,0.806987,1.20E-02
NM_001166268,321614,wdr82,0.731127,1.87E-03
AI641408,561159,wnk1,2.136142,7.93E-07
U02544,30171,wnt10a,1.069448,2.09E-03
U51267,30123,wnt4a,1.118488,9.27E-05
NM_131500,791993,wnt4b,1.505346,2.38E-07
NM_130946,30122,wnt8a,3.455165,4.41E-07
NM_199633,323226,wsb1,1.592625,1.27E-03
X85735,30245,wt1a,2.562008,1.61E-07
AA495404,334720,wu:fa01c11,1.161399,6.77E-06
AA495421,334758,wu:fa03a10,1.37922,3.22E-05
AA495427,334763,wu:fa03b06,0.627366,1.47E-04
AA497288,567461,wu:fa03e02,1.09544,7.49E-05
AI353541,100004231,wu:fa03e10,3.442806,3.34E-07
AA497352,334832,wu:fa04g05,1.037438,2.78E-05
AA495106,334873,wu:fa06f10,0.723614,3.21E-04
AW077867,334985,wu:fa11d03,0.880563,9.71E-05
AA494742,335022,wu:fa11h11,5.013884,3.52E-09
AA605622,327118,wu:fa30g02,0.980583,4.49E-07
AI330777,100005496,wu:fa92h04,1.72906,3.73E-04
AI330535,795300,wu:fa92h10,6.141135,8.75E-12
AI332232,336734,wu:fa94b01,2.570832,3.71E-05
AI331218,336756,wu:fa94h02,0.75609,1.28E-03
AI332026,562283,wu:fa96e12,1.584656,2.88E-09
AI331407,337126,wu:fa98d12,1.18931,8.80E-04
AI331653,797357,wu:fa99e04,3.034425,8.63E-07
