Accession,Unigene,Gene,Ratio,ttest
BE557885,2.826442,2.75E-05,,
BE605325,3.989695,7.64E-09,,
BE605347,0.957384,4.56E-03,,
BE605493,0.972599,1.21E-05,,
BE605948,2.188205,1.66E-05,,
BE606011,2.147919,4.20E-06,,
BE693124,0.910574,2.84E-02,,
BE693202,0.9318,3.16E-04,,
BE693204,0.61325,3.54E-03,,
BF158151,1.062979,2.21E-02,,
BF717494,1.363451,2.61E-03,,
BF718182,0.746621,3.26E-03,,
BG302934,1.118939,2.32E-03,,
BG303690,0.756108,2.94E-05,,
BG303762,0.82355,7.53E-03,,
BG303967,0.850986,2.73E-04,,
BG303991,1.164015,1.00E-02,,
BG304087,1.259473,1.25E-05,,
BG304213,0.906523,2.68E-05,,
BG304253,1.651222,1.29E-03,,
BG304266,1.059244,7.51E-08,,
BG304332,0.747145,1.48E-03,,
BG304480,1.03229,9.58E-04,,
BG305447,1.765144,4.93E-05,,
BG305505,1.41833,1.26E-04,,
BG305574,1.02824,1.77E-03,,
BG305735,0.740439,1.44E-02,,
BG305869,1.450974,7.71E-04,,
BG305911,0.746765,5.48E-04,,
BG305926,0.890781,5.05E-03,,
BG306017,1.294769,5.38E-04,,
BG306134,0.742173,2.43E-03,,
BG306175,1.455679,7.18E-06,,
BG306217,0.733377,4.86E-03,,
BG306297,1.603406,9.28E-07,,
BG306411,1.135062,2.14E-03,,
BG306412,0.782329,9.71E-06,,
BG306415,0.850768,5.19E-05,,
BG306823,1.989971,6.39E-05,,
BG306866,0.91641,1.27E-02,,
BG307419,1.422625,2.47E-03,,
BG307449,1.155835,2.26E-02,,
BG307512,0.830943,3.33E-05,,
BG307516,2.225942,2.81E-04,,
BG307804,0.61749,4.82E-02,,
BG308531,1.120041,2.69E-03,,
BG308558,0.811623,3.69E-02,,
BG308791,1.974166,3.21E-07,,
BG727090,1.419063,7.62E-07,,
BG727198,2.562981,3.11E-07,,
BG727259,1.285544,1.11E-02,,
BG727284,1.039393,7.10E-04,,
BG727324,1.284464,8.52E-06,,
BG727368,0.956404,3.16E-06,,
BG727462,0.860786,2.95E-03,,
BG727567,0.753138,2.78E-03,,
BG727602,1.539812,2.79E-06,,
BG727636,1.328289,7.80E-04,,
BG727640,1.48048,1.14E-10,,
BG728438,0.966671,6.72E-05,,
BG728523,0.739382,2.74E-02,,
BG728555,0.956337,7.84E-04,,
BG728570,0.614454,3.00E-03,,
BG728703,0.976726,3.07E-04,,
BG728744,0.758486,1.35E-02,,
BG728802,1.018129,3.44E-02,,
BG728875,4.036225,2.55E-10,,
BG728956,1.376094,1.16E-05,,
BG728993,1.31837,2.52E-05,,
BG737519,2.531709,2.64E-06,,
BG799059,0.797475,7.73E-03,,
BG883258,1.522821,1.33E-05,,
BG883396,0.719196,2.99E-04,,
BG883465,2.100427,1.63E-07,,
BG883652,4.14084,2.15E-05,,
BG883654,1.103925,3.41E-04,,
BG883661,2.299503,1.64E-05,,
BG883698,0.611534,3.60E-02,,
BG883742,2.447372,3.88E-06,,
BG883833,1.476898,9.33E-05,,
BG883875,0.65532,1.88E-02,,
BG884091,0.945463,2.41E-03,,
BG884391,0.899957,5.49E-03,,
BG884570,0.676219,4.57E-03,,
BG884588,1.562644,7.33E-04,,
BG891948,1.295708,2.08E-03,,
BG892002,1.499359,2.52E-06,,
BG892047,1.495154,2.71E-04,,
BG892109,0.615172,4.23E-02,,
BG892508,4.354233,1.43E-08,,
BI318080,4.417824,1.38E-08,,
BI326588,2.254162,8.27E-06,,
BI326622,1.244298,5.05E-04,,
BI326630,0.710263,8.46E-03,,
BI350531,0.70688,3.74E-02,,
BI427749,1.357894,2.86E-03,,
BI428231,0.647035,3.48E-02,,
BI428362,0.844538,2.47E-03,,
BI429117,0.625709,4.28E-02,,
BI429371,3.294387,9.03E-05,,
BI429526,0.603379,6.48E-04,,
BI429605,1.516285,7.03E-06,,
BI429881,2.079905,1.95E-06,,
BI430088,0.697437,1.25E-02,,
BI472815,0.761094,8.86E-05,,
BI474882,1.056569,5.72E-03,,
BI474930,0.765559,3.10E-05,,
BI475172,0.89603,4.66E-06,,
BI475181,1.461271,2.92E-05,,
BI476454,1.143366,4.20E-04,,
BI533389,1.294527,1.42E-03,,
BI533652,1.771837,1.70E-06,,
BI534200,1.221686,2.17E-04,,
BI563128,0.91585,5.00E-03,,
BI670871,0.98545,3.17E-02,,
BI671147,0.616949,1.62E-03,,
BI671196,1.536362,6.61E-07,,
BI671230,1.231521,2.28E-04,,
BI671260,1.801301,5.19E-03,,
BI671352,1.746824,1.53E-04,,
BI671353,1.595831,2.66E-05,,
BI671397,0.850756,3.40E-03,,
BI671450,2.622261,5.21E-09,,
BI671557,1.834229,6.27E-08,,
BI671595,0.843785,3.40E-05,,
BI671633,1.486586,8.06E-06,,
BI671784,1.210574,3.01E-04,,
BI672013,1.634333,1.11E-06,,
BI672098,0.677625,5.87E-05,,
BI672108,1.112534,5.09E-04,,
BI672153,0.598909,4.14E-02,,
BI672215,1.624721,1.10E-04,,
BI672313,1.05944,1.33E-04,,
BI672376,2.797893,2.97E-10,,
BI672412,2.312579,3.04E-06,,
BI673436,1.339651,3.01E-04,,
BI673715,1.060753,1.40E-03,,
BI673998,1.834958,2.43E-05,,
BI702494,0.913797,8.42E-03,,
BI702677,0.592138,8.71E-04,,
BI702683,0.955402,1.01E-03,,
BI703300,4.259307,5.45E-10,,
BI703531,0.672656,5.29E-03,,
BI704922,1.114141,1.59E-03,,
BI704944,2.071559,1.76E-10,,
BI704983,1.024861,3.35E-04,,
BI705099,0.683036,5.04E-04,,
BI705116,1.668577,7.28E-06,,
BI705603,1.604131,4.68E-05,,
BI705710,2.043335,1.40E-07,,
BI705731,2.66987,4.29E-07,,
BI705742,1.420229,2.22E-03,,
BI705770,0.881129,2.77E-03,,
BI706776,1.124297,1.11E-02,,
BI707695,1.910726,4.77E-04,,
BI708189,2.260877,2.47E-05,,
BI708357,0.915381,2.29E-02,,
BI708627,0.679008,7.12E-05,,
BI709261,0.638462,1.94E-02,,
BI709431,0.921959,1.46E-03,,
BI709552,1.686576,1.38E-04,,
BI709705,0.792704,1.81E-02,,
BI710511,1.909717,6.33E-07,,
BI710724,1.008596,2.79E-06,,
BI839255,3.086111,1.08E-05,,
BI839258,0.707538,1.18E-04,,
BI839328,1.21656,8.21E-05,,
BI839381,0.872033,3.97E-05,,
BI839424,2.675047,4.66E-04,,
BI839727,1.080038,1.14E-06,,
BI840421,2.277636,9.38E-10,,
BI840724,1.002129,9.07E-03,,
BI840934,0.762283,8.62E-04,,
BI841300,0.97542,2.91E-03,,
BI841405,6.867888,8.87E-12,,
BI841591,0.831495,7.17E-03,,
BI841609,0.640153,2.28E-05,,
BI841680,1.101378,2.12E-04,,
BI841830,0.747437,1.06E-02,,
BI841831,2.324187,1.15E-07,,
BI842319,1.378502,6.27E-03,,
BI842393,1.151072,1.33E-02,,
BI842421,0.95343,3.92E-05,,
BI844020,1.68892,4.83E-04,,
BI845524,3.648061,1.14E-08,,
BI845715,0.775015,4.03E-04,,
BI846301,0.716951,2.13E-02,,
BI846489,0.835926,5.45E-07,,
BI847074,1.262802,4.52E-06,,
BI864143,0.91097,9.57E-04,,
BI864195,1.463317,1.05E-04,,
BI864845,1.080114,1.91E-02,,
BI864872,0.705056,1.64E-03,,
BI865067,0.829657,2.24E-02,,
BI865400,0.833656,3.30E-04,,
BI865526,1.165816,4.83E-04,,
BI865554,1.042927,1.10E-04,,
BI865668,0.778684,8.14E-03,,
BI865890,1.015184,3.93E-03,,
BI865895,0.966078,4.17E-02,,
BI865976,1.491506,2.86E-04,,
BI866435,4.02351,9.87E-11,,
BI867092,2.153584,9.11E-05,,
BI867327,0.738634,8.81E-03,,
BI867572,0.959722,8.12E-05,,
BI867800,1.026985,2.50E-03,,
BI877111,0.992071,4.76E-03,,
BI877669,1.510239,3.05E-05,,
BI877746,3.771104,5.83E-11,,
BI877810,2.203057,8.36E-04,,
BI877813,1.694062,4.89E-05,,
BI877858,2.391104,5.27E-08,,
BI878011,1.065494,1.90E-04,,
BI878412,1.029074,3.11E-03,,
BI878436,1.001158,1.49E-03,,
BI878777,0.832839,4.14E-03,,
BI878861,0.697084,1.43E-03,,
BI878961,0.7906,6.81E-03,,
BI879459,0.737426,2.56E-02,,
BI879502,0.691135,9.33E-03,,
BI879684,1.777095,6.90E-03,,
BI879914,0.925693,2.55E-03,,
BI880007,1.471686,6.03E-05,,
BI880069,0.705227,3.57E-04,,
BI880107,1.071008,8.44E-04,,
BI880109,1.084701,7.15E-03,,
BI880136,1.319127,4.53E-04,,
BI880225,0.945223,1.39E-04,,
BI880418,3.300103,2.37E-08,,
BI880447,0.707419,7.34E-04,,
BI880448,0.956332,1.61E-05,,
BI880567,0.660603,1.43E-02,,
BI880641,0.963713,4.45E-02,,
BI880654,1.629702,2.80E-03,,
BI880804,1.012092,1.43E-04,,
BI880944,0.862891,8.09E-03,,
BI880960,0.837379,1.14E-02,,
BI881679,0.724743,5.16E-04,,
BI881744,0.941605,6.70E-05,,
BI881896,3.177211,1.24E-08,,
BI881945,1.352933,1.84E-03,,
BI881975,0.662633,9.34E-05,,
BI882139,1.610804,1.42E-05,,
BI882178,3.267571,1.38E-10,,
BI882203,5.955227,7.73E-08,,
BI882376,4.380231,2.54E-10,,
BI882380,2.79805,3.43E-08,,
BI882384,2.13423,2.10E-05,,
BI882518,0.932622,3.77E-03,,
BI882603,2.248016,2.27E-08,,
BI882668,1.198716,3.99E-05,,
BI882763,2.80977,1.21E-07,,
BI882991,0.893493,4.21E-03,,
BI883674,0.592116,1.51E-04,,
BI884174,0.870333,2.51E-03,,
BI884261,2.173874,7.17E-05,,
BI884423,0.965914,1.48E-02,,
BI885201,1.0122,2.90E-04,,
BI885209,2.213324,3.56E-07,,
BI885224,1.934603,5.08E-06,,
BI885268,1.925876,4.73E-04,,
BI885361,0.908032,4.49E-06,,
BI885405,1.120836,3.39E-05,,
BI885444,0.681738,1.52E-04,,
BI885455,1.748948,3.48E-07,,
BI885475,1.177703,5.25E-09,,
BI885488,0.774946,4.91E-02,,
BI885793,4.312971,3.44E-09,,
BI885796,3.070126,6.38E-07,,
BI885944,0.60604,2.89E-02,,
BI885953,0.84392,2.01E-02,,
BI885992,3.641913,9.04E-08,,
BI886077,0.674602,1.80E-02,,
BI886447,0.754327,1.17E-02,,
BI886815,1.330673,1.26E-05,,
BI886878,1.357766,9.46E-06,,
BI886949,0.629688,8.21E-03,,
BI886968,0.701354,1.24E-02,,
BI887718,1.301925,2.84E-06,,
BI888335,0.701765,2.04E-02,,
BI888338,1.209746,2.62E-02,,
BI888424,0.720309,2.36E-03,,
BI888729,2.038341,3.42E-06,,
BI888879,1.778747,1.94E-05,,
BI889122,0.895302,3.95E-02,,
BI889400,1.422222,4.36E-07,,
BI889676,0.831092,2.15E-03,,
BI889768,1.70137,1.33E-04,,
BI890100,0.784003,1.90E-03,,
BI890369,0.797161,1.59E-03,,
BI890477,1.285468,4.60E-03,,
BI891043,0.881609,5.75E-06,,
BI891227,0.868798,3.10E-03,,
BI891666,2.208121,2.39E-04,,
BI892110,2.690774,2.57E-08,,
BI979089,1.209302,5.10E-04,,
BI979165,1.66467,3.30E-06,,
BI979993,0.971967,1.37E-04,,
BI980194,0.674526,7.50E-03,,
BI980336,0.969382,1.67E-02,,
BI982104,2.709688,9.32E-11,,
BI982141,1.145535,1.55E-04,,
BI982963,0.866262,1.13E-02,,
BI983485,0.780788,4.33E-02,,
BI984301,0.617959,2.64E-02,,
BI984734,0.727873,3.61E-04,,
BM005137,0.811863,7.98E-05,,
BM023853,3.62121,1.21E-08,,
BM024058,3.17145,9.80E-06,,
BM024213,0.671706,7.60E-03,,
BM024802,1.563794,1.98E-04,,
BM025757,1.595698,2.10E-05,,
BM025771,3.248311,1.22E-06,,
BM025817,1.345558,6.66E-04,,
BM025840,0.75054,2.91E-03,,
BM026054,1.101843,2.21E-03,,
BM026334,1.090164,7.79E-05,,
BM026365,0.910986,1.85E-03,,
BM026426,0.685993,1.50E-03,,
BM026437,2.177133,1.43E-05,,
BM026508,0.923238,1.67E-02,,
BM026579,0.630086,8.40E-03,,
BM026705,1.887455,2.18E-08,,
BM026732,0.805319,3.25E-05,,
BM026891,0.651469,4.60E-03,,
BM026905,0.799949,1.66E-02,,
BM035018,0.710644,1.58E-05,,
BM035024,0.729908,4.11E-02,,
BM035571,1.719395,9.92E-04,,
BM036361,0.941578,8.32E-03,,
BM036439,0.692564,3.25E-04,,
BM037539,3.041743,1.89E-07,,
BM070515,0.787301,3.43E-03,,
BM070534,1.933394,1.16E-06,,
BM071191,0.891314,3.24E-04,,
BM072262,2.073412,4.99E-03,,
BM072354,0.986978,6.47E-08,,
BM072363,2.089976,3.51E-06,,
BM072422,1.3581,1.92E-03,,
BM072431,1.042895,5.30E-03,,
BM081222,1.467257,4.29E-03,,
BM081915,4.41429,2.94E-10,,
BM082051,2.918995,2.50E-06,,
BM082820,2.472073,6.68E-07,,
BM095350,1.24172,3.06E-03,,
BM095376,0.710688,1.20E-05,,
BM095962,5.692252,3.72E-12,,
BM096466,3.65422,2.92E-07,,
BM101516,1.351562,1.24E-02,,
BM101997,0.867602,9.05E-06,,
BM102008,1.050533,4.96E-06,,
BM103356,4.00551,6.06E-07,,
BM104290,0.736312,2.68E-04,,
BM154091,1.566795,2.63E-05,,
BM154106,1.191935,1.53E-03,,
BM154187,2.053048,4.37E-03,,
BM154192,1.820972,2.93E-04,,
BM154367,3.560097,1.48E-05,,
BM154370,0.97826,1.92E-04,,
BM154441,0.973349,5.10E-03,,
BM155345,0.910466,5.42E-05,,
BM155508,1.053863,2.53E-03,,
BM156012,1.032985,1.34E-05,,
BM156086,1.09255,2.27E-05,,
BM156105,0.845762,1.04E-04,,
BM181742,4.164082,7.06E-08,,
BM182746,1.383844,9.22E-07,,
BM185251,0.622432,2.22E-02,,
BM185396,1.094917,1.69E-02,,
BM185765,0.823053,2.60E-04,,
BM185925,0.722798,1.30E-02,,
BM186058,0.661498,2.01E-03,,
BM186102,4.242218,1.60E-05,,
BM186244,2.094934,1.89E-04,,
BM186485,2.201362,2.13E-05,,
BM187086,1.933754,6.95E-06,,
BM187208,1.100762,2.72E-05,,
BM187371,1.033249,1.93E-06,,
